ID,PDB code,pKd pKi pIC50,Canonical SMILES
2438,3su0,6.79,O=C(OC(C)(C)C)N[C@H]1CCCCC/C=C\[C@H]2[C@](NC(=O)[C@H]3N(C1=O)C[C@@H](C3)OC(=O)n1cc3c(c1)cccc3F)(C2)C(=O)NS(=O)(=O)C1CC1
2439,3su1,6.68,O=C(OC(C)(C)C)N[C@H]1CCCCC/C=C\[C@H]2[C@](NC(=O)[C@H]3N(C1=O)C[C@@H](C3)OC(=O)n1cc3c(c1)cccc3F)(C2)C(=O)NS(=O)(=O)C1CC1
2440,3su2,7.35,O=C(OC(C)(C)C)N[C@H]1CCCCC/C=C\[C@H]2[C@](NC(=O)[C@H]3N(C1=O)C[C@@H](C3)OC(=O)n1cc3c(c1)cccc3F)(C2)C(=O)NS(=O)(=O)C1CC1
2441,3su3,9.13,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@@H](NC(=O)OCC(C)(C)CCCCc1c3cn(C(=O)O2)cc3ccc1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
2442,3su4,6.26,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@@H](NC(=O)OCC(C)(C)CCCCc1c3cn(C(=O)O2)cc3ccc1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
2443,3su5,5.58,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@@H](NC(=O)OCC(C)(C)CCCCc1c3cn(C(=O)O2)cc3ccc1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
2444,3su6,6.02,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@@H](NC(=O)OCC(C)(C)CCCCc1c3CN(C(=O)O2)Cc3ccc1)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1
2445,3sue,9.08,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@H]1CCCCCc1c(O2)nc2cc(OC)ccc2n1)C(C)(C)C)C(=O)NS(=O)(=O)[C@@H]1C=C1
2446,3suf,7.56,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@H]1CCCCCc1c(O2)nc2cc(OC)ccc2n1)C(C)(C)C)C(=O)NS(=O)(=O)[C@@H]1C=C1
2447,3sug,6.21,CC[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@@H](NC(=O)O[C@@H]1C[C@H]1CCCCCc1c(O2)nc2cc(OC)ccc2n1)C(C)(C)C)C(=O)NS(=O)(=O)[C@@H]1C=C1
2448,3sur,4.15,OC[C@H]1O[C@@H]2SC(=N[C@@H]2[C@H]([C@@H]1O)O)C
2449,3sus,4.15,OC[C@H]1O[C@@H]2S[C@H]([NH2+][C@@H]2[C@H]([C@H]1O)O)C
2450,3sut,7.85,OC[C@H]1O[C@H]([NH2+]OC(=O)Nc2ccccc2)[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
2451,3suu,8.52,OC[C@H]1O[C@H]([NH2+]OC(=O)Nc2ccccc2)[C@@H]([C@H]([C@H]1O)O)NC(=O)C
2452,3suv,4.55,OC[C@H]1[NH2+]C[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
2453,3suw,4.7,CC(=O)N[C@H]1C[N@H+]2CC[C@@H]([C@@H]2[C@H]([C@@H]1O)O)O
2454,3sv2,4.19,[NH3+][C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccncc1)Cc1ccccc1
2455,3sw8,4.5,ON(C=O)CCNC(=O)c1cccc(c1Cl)Cl
2456,3sww,8.4,COCCN1Cc2c(C1=O)nc(c(c2c1ccc(cc1Cl)Cl)C[NH3+])C
2457,3sxf,8.6,CCOc1ccc2c(c1)ccc(c2)c1nn(c2c1c(N)ncn2)C(C)C
2458,3t01,4.48,OC(=O)P(O)(O)O
2459,3t08,3.04,OC[C@H]1O[C@@H](SC(C)C)[C@@H]([C@H]([C@H]1O)O)O
2460,3t09,3.8,OC[C@H]1OC(=O)[C@@H]([C@H]([C@H]1O)O)O
2461,3t0b,4.3,OC[C@H]1O[C@@H](SC(C)C)[C@@H]([C@H]([C@H]1O)O)O
2462,3t0d,2.37,OC[C@H]1OC(=O)[C@@H]([C@H]([C@H]1O)O)O
2463,3t0x,8,C[N]1=C(/C=C/Cc2cc[n+](c3c2cccc3)CCCS(O)(O)O)C(c2c1cccc2)(C)C
2464,3t1a,8.37,[NH3+]Cc1cc(Cl)cc(c1Cl)Oc1c(Cl)ccc2c1nnn2Cc1[nH]nc2c1cccn2
2465,3t1m,3.04,CO[C@@H]1O[C@H](CO)[C@@H]([C@@H]([C@@H]1OC(=O)c1ccc(cc1)C)NC(=O)c1ccc(cc1)C)O
2466,3t2q,3.66,OC[C@H]1OC(=O)[C@@H]([C@H]([C@H]1O)O)O
2467,3t2w,7.46,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
2468,3t3c,10.23,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C
2469,3t3u,8.6,COc1ccc2c(c1)ccc(c2)c1nn(c2c1c(N)ncn2)CC1CC[NH2+]CC1
2470,3t5u,7.59,ONS(=O)(=O)c1ccccc1
2471,3t60,6.7,O[C@H]1C[C@@H](O[C@@H]1C[NH2+]C(c1ccccc1)(c1ccccc1)c1ccccc1)n1ccc(=O)[nH]c1=O
2472,3t64,6.7,O[C@H]1C[C@@H](O[C@@H]1C[NH2+]C(c1ccccc1)c1ccccc1)n1ccc(=O)[nH]c1=O
2473,3t6b,6.36,OC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1ccc(cc1)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H](C(C)C)[NH3+]
2474,3t70,6.3,C[N@@H+](C(c1ccccc1)c1ccccc1)C[C@H]1O[C@H](C[C@@H]1O)n1ccc(=O)[nH]c1=O
2475,3t82,7,CC(=O)O[C@@H]1[C@@H](COS(=O)(=O)N)O[C@@H]([C@@H]([C@H]1OC(=O)C)O)O
2476,3t83,6.98,CCC(=O)O[C@H]1[C@H](OC(=O)CC)[C@@H](COS(=O)(=O)N)OC(=O)[C@@H]1OC(=O)CC
2477,3t84,6.97,CC(=O)O[C@H]1[C@@H](COS(=O)(=O)N)O[C@@H]([C@@H]([C@H]1O)O)O
2478,3t85,7.95,CC(=O)O[C@@H]1[C@@H](COS(=O)(=O)N)O[C@@H]([C@H]([C@H]1OC(=O)C)O)O
2479,3t8v,6.59,CC(NC(=O)COCCOCCNC(=O)[C@@H](NC(=O)[C@H]([C@@H](Cc1ccc(cc1)OCc1ccccc1)[NH3+])O)C)C
2480,3ta0,3.47,O[C@@H]1[C@@H](COP(OP(OP(O)(O)O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
2481,3ta1,3.25,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
2482,3tao,5.14,ONC(=O)COP(O)(O)O
2483,3tay,3.38,OCC(=O)N[C@@H]1[C@@H](O)C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(OC)C(=O)O
2484,3tb6,5.08,O[C@H]1CO[C@@H]([C@@H]([C@H]1O)O)O
2485,3tcg,5.87,[NH3+]CCCC[C@@H](C(=O)NCC(=O)N[C@H](C(=O)O)CCC(=O)O)[NH3+]
2486,3td4,5.66,[NH3+][C@H](C(=O)O)CCC[C@H](C(=O)O)[NH3+]
2487,3tf6,6.4,OC(=O)c1cccc(c1O)O
2488,3tfn,6.57,O=C(N1CC[NH+](CC1)C(c1ccccc1)c1ccccc1)CC1(CCCC1)CC(=O)O
2489,3tfp,6.47,Clc1ccc(c(c1)Cl)Sc1cccc(c1CNC(=O)c1ccccc1C(=O)O)Cl
2490,3tfu,3.28,OCCCC1=NC(=O)/C(=N/Cc2c(cnc(c2O)C)COP(O)(O)O)/C=C1
2491,3th9,7.7,C[C@H]1Cc2cc(F)ccc2S(=O)(=O)N(C1)C[C@H]([C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)O
2492,3tif,5.38,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
2493,3tk2,4.62,[NH3+][C@H](C(=O)O)Cc1ccccc1
2494,3tkw,5.27,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C
2495,3tmk,6.87,O[C@H]1C[C@@H](O[C@@H]1COP(OP(OP(OP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O)(O)O)(O)O)(O)O)n1cc(C)c(=O)[nH]c1=O
2496,3ts4,8.72,O=C(N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)O)CCC(=O)O)CCc1ccc(cc1)c1scc(c1)c1ccccc1
2497,3tsk,7.17,O=C(N[C@H](C(=O)N[C@H](C(=O)N)CCC(=O)O)CCC(=O)N)CCc1ccc(cc1)c1scc(c1)c1ccccc1
2498,3tt4,8.28,O=C(N[C@H](C(=O)N)CCC(=O)O)CCc1ccc(cc1)c1ccc(s1)C
2499,3ttm,8.52,[NH3+]CCCC[NH3+]
2500,3ttp,9.12,CC(CN(S(=O)(=O)c1ccc(cc1)N)C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@@H]2[C@H]1CCO2)O)C
2501,3tu7,8.09,O=C([C@@H]1CCCN1C(=O)[C@H](NS(=O)(=O)C)Cc1ccccc1)NCC1CC[N+](=C(N)N)CC1
2502,3tvc,7.74,O=C(N[C@H](C(=O)N)CCC(=O)O)CCc1ccc(cc1)c1ccc(cc1)c1ccccc1
2503,3twp,3.92,OC(=O)c1ccccc1O
2504,3tz0,5.04,Cl[C@H](C(=O)O)CC(C)C
2505,3tza,5.5,OC(=O)CCc1cc(N(=O)=O)c(cc1C[C@@H](C(=O)O)[NH3+])Cl
2506,3tzm,7.77,NC(=O)c1ccc(cc1)c1[nH]c(c(n1)c1ccc2c(c1)OCO2)c1ccccn1
2507,3u10,5.44,O[C@@H]1[C@@H]2OP(O)(O)OC[C@H]2O[C@H]1n1cnc2c1ncnc2N
2508,3u5j,5.61,Clc1ccc2c(c1)C(=NCc1n2c(C)nn1)c1ccccc1
2509,3u5l,6.19,Clc1ccc2c(c1)c(nn(c1n2c(C)nn1)C)c1ccccc1
2510,3u6h,9,COc1cc2c(ccnc2cc1OC)Oc1ccc(cc1F)NC(=O)[C@H]1C(=[N](N(C1=O)c1ccccc1)C)C
2511,3u6i,9,COc1ccc2c(c1)nccc2Oc1ccc(cc1F)NC(=O)c1c(C)n(n(c1=O)c1ccccc1)C[C@H](O)C
2512,3u81,4.44,OC(=O)[C@H](CCSC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[NH3+]
2513,3u8j,8.51,[NH2+]1CCCN(CC1)c1cccnc1
2514,3u8k,8.66,CCOc1cncc(c1)N1CC[NH2+]CCC1
2515,3u8l,8.05,[NH2+]1CCCN(CC1)c1cncc(c1)c1ccccc1
2516,3u8n,10.17,CCOc1cc(cnc1Br)N1CC[NH2+]CCC1
2517,3u90,4.62,CCCCCCCCCCCCOS(O)(O)O
2518,3u92,7.48,OC(=O)C[C@H]1[C@H](C[NH2+][C@@H]1C(=O)O)C(=C)C
2519,3u93,6.31,OC(=O)CC[C@@H](C(=O)O)[NH3+]
2520,3u9q,4.38,CCCCCCCCCC(=O)O
2521,3ubd,5.54,CC(=O)O[C@H]1[C@H](C)O[C@H]([C@@H]([C@@H]1OC(=O)C)O)Oc1c(oc2c(c1=O)c(O)cc(c2)O)c1ccc(cc1)O
2522,3ucj,6,CC(=O)Nc1nnc(s1)S(=O)(=O)N
2523,3udd,7.1,COc1ccc(cc1)c1noc(n1)CSc1nnc(n1c1ccc(cc1)OC)C
2524,3udh,2.85,O=C1Nc2c([C@]31C[NH2+]CC3)cccc2
2525,3ueu,5.24,CCCCCCCCCCCC(=O)O
2526,3uev,5.89,CCCCCCCCCCCCCC(=O)O
2527,3uew,6.31,CCCCCCCCCCCCCCCC(=O)O
2528,3uex,6.92,CCCCCCCCCCCCCCCCCC(=O)O
2529,3ug2,8.25,COc1cc2ncnc(c2cc1OCCC[NH+]1CCOCC1)Nc1ccc(c(c1)Cl)F
2530,3ui7,9,COc1cc(C)c2c(c1)c(C[NH+]1CCOCC1)c1c(n2)n[nH]c1C
2531,3uil,6,CCCCCCCCCCCC(=O)O
2532,3uj9,4.63,OP(OCC[N+](C)(C)C)(O)O
2533,3ujc,4.59,OP(OCC[N+](C)(C)C)(O)O
2534,3ujd,4.69,OP(OCC[N+](C)(C)C)(O)O
2535,3umq,4.62,CCCC(=O)O
2536,3uo4,6.52,OC(=O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1c1ccccc1
2537,3uod,7.31,OC(=O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1C(F)(F)F
2538,3up2,7.4,OC(=O)c1ccc(cc1)Nc1nccc(n1)Nc1ccccc1OC(F)(F)F
2539,3upk,4.3,OC[C@H]1O[C@H](OP(OP(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)(O)O)(O)O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
2540,3upv,5.3,OC(=O)CC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)CC(=O)O)C(C)C)CCC(=O)O)NC(=O)[C@H](C(C)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@H]1[NH2+]CCC1
2541,3uri,9,CSCC[C@@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)O)Cc1[nH]cnc1)C)[NH2+]C[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H]1[NH2+]CCC1)Cc1[nH]cnc1)CC(C)C)CO)Cc1ccccc1
2542,3usx,5.02,CCCCCCCCCCCCCC(=O)O
2543,3utu,10.92,N#Cc1ccc(cc1)CNC(=O)C[C@@H](C(=O)N1CCC[C@H]1C(=O)NCc1ccc(cc1)C(=[NH2+])N)NS(=O)(=O)c1ccc(c(c1)Cl)OC
2544,3uu1,5.2,Cc1cc(C)c(c(c1)C(=O)O)N
2545,3uug,4.51,O[C@@H]1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O
2546,3uuo,7.96,COc1cc(C)c2c(c1)c(N1CC[NH2+]CC1)c1c(n2)[nH]nc1C
2547,3uw4,7.77,C[NH2+][C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1c1ccccc1)C1CCCCC1)C
2548,3uw5,7.85,C[NH2+][C@H](C(=O)N[C@H](C(=O)N1CCC[C@H]1C(=O)Nc1snnc1c1ccccc1)C1CCCCC1)C
2549,3uxd,4.41,Clc1cc(Cl)c2c(c1)[nH]nn2
2550,3uxk,4.93,ONC(=O)c1ccccc1
2551,3uxl,5.57,O=N[N](=O)c1ccccc1
2552,3uyr,6.9,CSCC[C@@H](C(=O)N[C@H](C(=O)O)CCC(=O)O)NC(=O)[C@H](Cc1c[nH]c2c1cccc2)NC(=O)[C@@H]1CCCN1C(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@H](CCC(=O)O)[NH3+])CCC(=O)N)C
2553,3uz5,7.22,Clc1cc(Cl)c2c(c1)nn[nH]2
2554,3uzj,5.55,c1ccc2c(c1)[nH]nn2
2555,3v2n,6.1,CCCCCCCCCCCCCC(=O)O
2556,3v2p,6.36,CCCCCCCCCCCCCCCCCC(=O)O
2557,3v2q,6.29,CCCCCCCCCCCCCCCC(=O)O
2558,3v3q,6.6,CCCCCCCC(=O)c1cc(OC)c(c(c1CC(=O)OCC)OC)OC
2559,3v4t,4.11,OC[C@H]1O[C@H](OP(OP(OC[C@H]2O[C@H]([C@@H]([C@@H]2O)O)n2ccc(=O)[nH]c2=O)(O)O)(O)O)[C@@H]([C@H]([C@@H]1O)O)NC(=O)C
2560,3v51,8.55,Clc1cccc(c1)COc1ccc2c(c1)ccc(c2)c1nn(c2c1c(N)ncn2)C(C)C
2561,3v5p,8.96,COc1ccc(cc1C)c1nn(c2c1c(N)ncn2)CC1CC[NH2+]CC1
2562,3v5t,8.22,CCOc1ccc2c(c1)ccc(c2)c1nn(c2c1c(N)ncn2)C[C@@H]([NH+](C)C)C(C)C
2563,3v78,5.54,CCN1[C@H](c2ccccc2)c2cc(N)ccc2c2c1cc(N)cc2
2564,3v7x,8.57,COc1ccc(cc1OC)CCNC(=O)c1ccc(cc1)S(=O)(=O)N
2565,3vbd,8.07,COc1ccc2c(c1)CC[NH2+][C@H]2c1ccc(cc1)S(=O)(=O)N
2566,3vd4,4.82,OC[C@H]1O[C@@H](SC(C)C)[C@@H]([C@H]([C@H]1O)O)O
2567,3vd9,4,OC[C@H]1O[C@@H](SC(C)C)[C@@H]([C@H]([C@H]1O)O)O
2568,3vdb,2.52,OC[C@H]1OC(=O)[C@@H]([C@H]([C@H]1O)O)O
2569,3veh,4.96,C/C=C(/C(=O)O)\OC1=CCC[C@H]([C@@H]1O)C(=O)O
2570,3vf5,9.34,COc1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1C[C@@H]2[C@H](C1)CCO2)O)C[C@H]1CCC(=O)N1
2571,3vf7,9.1,COc1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1C[C@@H]2[C@H](C1)CCO2)O)C[C@H]1CCC(=O)N1
2572,3vfa,9.19,COc1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1C[C@@H]2[C@H](C1)CCO2)O)C[C@H]1CCC(=O)N1
2573,3vfb,9.04,COc1ccc(cc1)S(=O)(=O)N(C[C@H]([C@H](Cc1ccccc1)NC(=O)O[C@H]1C[C@@H]2[C@H](C1)CCO2)O)C[C@H]1CCC(=O)N1
2574,3vh9,6.24,Oc1cccc2c1nccc2
2575,3vha,7.4,Nc1nc2Sc3cccc(c3)OCCCCOc3cc(c(n1)c2)c(C)cc3
2576,3vhc,8.89,Nc1nc2Sc3cccc(c3)OCCCNC(=O)c3cc(c(n1)c2)c(C)cc3C
2577,3vhd,9.28,O=C1NCCCNC(=O)c2cc(c3cc(SCC1)nc(N)n3)c(cc2C)C
2578,3vhk,4.6,OCc1cccc(c1)OCc1nc(oc1C)c1ccccc1
2579,3vjc,7.72,CC[C@@H](C[C@@H](/C=C/C(=O)O[C@@H]1[C@@H](O)[C@@]2(O[C@@]1(C(=O)O)[C@](O)(C(=O)O)[C@H](O2)C(=O)O)CCC(=C)[C@H]([C@@H](Cc1ccccc1)C)OC(=O)C)C)C
2580,3vje,8.01,CC[C@@H](C[C@@H](/C=C/C(=O)O[C@@H]1[C@@H](O)[C@@]2(O[C@@]1(C(=O)O)[C@](O)(C(=O)O)[C@H](O2)C(=O)O)CCC(=C)[C@H]([C@@H](Cc1ccccc1)C)OC(=O)C)C)C
2581,3vtr,5.57,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@H]([C@@H]([C@H]2O)NC(=O)C)O)[C@@H]([C@H]([C@@H]1O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1NC(=O)C)O)O[C@@H]1O[C@H](CO)[C@H]([C@@H]([C@H]1[N+](C)(C)C)O)O)O)NC(=O)C
2582,3vvy,4.84,CCN1[C@H](c2ccccc2)c2cc(N)ccc2c2c1cc(N)cc2
2583,3vw1,4.67,CN(c1ccc(cc1)C(c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C)C
2584,3vw2,4.75,CO[C@H]1[C@@H]2C[n+]3ccc4c(c3CC2=CC=C1OC)cc1c(c4)OCO1
2585,3vx3,7.82,O[C@@H]1[C@@H](COP(OP(O)(O)O)(O)O)O[C@H]([C@@H]1O)n1cnc2c1ncnc2N
2586,3w07,3.38,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)[nH]c1=O)COP(O)(O)O
2587,3w37,5.18,OC[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@@H]([C@@H]([C@H]2O)O)O)[C@@H]([C@H]([C@@H]1O[C@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)O)[NH2+][C@H]1C=C(CO)[C@H]([C@@H]([C@H]1O)O)O)O)O
2588,3w5n,3.87,O[C@H]1[C@H](C)O[C@H]([C@@H]([C@@H]1O)O)O
2589,3w9k,6.32,CCCCCCCCCCCCCC(=O)O
2590,3w9r,6.18,OC(=O)/C=C(\C=C\[C@@]1(O)C(=CC(=O)CC1(C)C)C)/C
2591,3wgg,4.4,O[C@@H]1[C@H](O)[C@H](O[C@@H]1N1C=CCC(=C1)C(=O)N)COP(OP(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)(O)O)(O)O
2592,3wha,9.32,NC(=O)CCCSc1nc(N)nc(n1)c1c(Cl)cc2c3c1cccc3COC2
2593,3wjw,3.87,O[C@@H]1[C@H](O)[C@H](O[C@H]1n1c(C)cc(=O)[nH]c1=O)COP(O)(O)O
2594,3wmc,6.51,Cc1nnc(s1)C[NH2+]CC[N@H+]1[C@H](O)c2cccc3c2c([C@H]1O)ccc3N(C)C
2595,3wtj,6.53,N#C/N=C/1\SCCN1Cc1ccc(nc1)Cl
2596,3wtl,7.04,O=N(=O)/C=C/1\NCCN1Cc1ccc(nc1)Cl
2597,3wtm,7,O=N(=O)/C=C/1\NCCN1Cc1ccc(nc1)Cl
2598,3wtn,7.04,Clc1ccc(cn1)Cn1ccnc1N
2599,3wto,6.92,Clc1ccc(cn1)Cn1ccnc1N
2600,3wvm,5.71,CCCCCCCCCCCCCCCCCC(=O)O
2601,3wz6,5.96,O=C(Nc1scc(c1C(=O)NCc1ccccc1)c1ccccc1)C[NH2+]Cc1ccccc1
2602,3wz7,5.74,O=C(Nc1sc2c(c1C(=O)NCc1ccccc1)CCCC2)C[NH2+]CCc1c[nH]c2c1cccc2
2603,3wz8,5.82,O=C(Nc1scc(c1C(=O)NCc1ccccc1)c1ccccc1)CCNc1ccccc1
2604,3wzn,7,OC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1NC(=O)N2
2605,3x00,9.08,O=CCCCCCNC(=O)CCCC[C@@H]1SC[C@H]2[C@@H]1[NH+]=C(N2)N
2606,3zbx,8.22,Fc1ccc(cc1)c1cnc2n(n1)c(nn2)Cc1ccc2c(c1)cccn2
2607,3zc5,7.13,Cn1ncc(c1)c1ccc2n(n1)c(nn2)[C@H](c1ccc2c(c1)cccn2)C
2608,3zcl,8,CC(Nc1ccc2n(n1)c(nn2)[C@H](c1c[nH]c2c1cccn2)C)C
2609,3zdg,7.1,C[NH+]([C@@H](CCOC(=O)N(C)C)C)C
2610,3zdh,7.35,C[NH+]([C@@H](CCOc1nccn1C)C)C
2611,3zdv,5.48,CO[C@H]1O[C@H](CNS(=O)(=O)c2c(C)cc(cc2C)C)[C@H]([C@@H]([C@@H]1O)O)O
2612,3zhx,6.68,ON(C(=O)c1ccccc1)CC[C@H](P(O)(O)O)c1ccc(c(c1)Cl)Cl
2613,3zi0,7.4,ON(C(=O)c1ccccc1Cn1ncnc1)CC[C@H](P(O)(O)O)c1ccc(c(c1)Cl)Cl
2614,3zi8,5.66,O[C@@H]1CO[C@H]([C@H]([C@H]1O)O)C
2615,3zj6,6.66,OC[C@H]1[C@@H]([NH2+]CC2CCCCC2)[C@@H]([C@H]([C@@H]1O)O)O
2616,3zk6,6.34,O=C(NS(=O)(=O)c1cccc(c1)c1ccc(o1)/C(=N\Nc1nc2c(s1)cccc2)/C)CCCCCc1ccccc1
2617,3zll,6.4,O=c1[nH]c(=O)n(c(c1N)O)Cc1ccccc1
2618,3zln,8.47,OC(=O)c1cccc(n1)c1ccc2c(c1)/C(=N/Nc1nc3c(s1)cccc3)/CCC2
2619,3zlr,9.26,[NH3+]Cc1ccc(cc1)OCCCc1sc(nc1C(=O)O)c1ccc2c(c1)/C(=N/Nc1nc3c(s1)cccc3)/CCC2
2620,3zm9,7.42,CN(C1=CCN(C=C1)Cc1ccc(cc1)CCCCc1ccc(cc1)Cn1cnc2c1ncnc2N)C
2621,3znr,7.44,O=C(c1cccc(c1)c1noc(n1)C(F)(F)F)NCC1(CCOCC1)[C@@H]1SC=C(N1)c1ccccc1
2622,3zns,7.41,C[N@@H+]1CC[C@](CC1)(CNC(=O)c1cccc(c1)c1noc(n1)C(F)(F)F)c1scc(n1)c1ccccc1
2623,3zps,8.3,C=CCNC(=O)[C@H](C(C)(C)C)NC(=O)[C@](Cc1ccccc1)(CCC[N@H+](Cc1ccc(cc1)Br)NC(=O)[C@H](C(C)(C)C)NC(=O)OC)O
2624,3zpu,8.38,COC(=O)N[C@@H](C(C)(C)C)C(=O)N[N@@H+](Cc1ccc(cc1)Br)CCC[C@@]1(O)Cc2ccc(cc2)C/C=C\CNC(=O)[C@@H](NC1=O)C(C)(C)C
2625,3zq9,6.02,OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)C[NH2+][C@@H]([C@H]2O)O)[C@@H]([C@H]([C@@H]1O)O)O
2626,3zqe,4.23,O[C@@H]1CC[C@]2([C@@H](C1)CC[C@@H]1[C@@H]2C[C@H](O)[C@]2([C@H]1CC[C@@H]2[C@@H](CCC(=O)O)C)C)C
2627,3zso,5.12,C=CC[N@@H+](Cc1ccc2c(c1C(=O)O)OCO2)Cc1ccccc1C(=O)NC(c1ccc(cc1)OC)c1ccc(cc1)OC
2628,3zsq,4.96,CCC[C@@H](c1ccc(cc1)OC)NC(=O)c1ccccc1C[N@H+](Cc1ccc2c(c1C(=O)O)OCO2)CC=C
2629,3zsx,3.28,C=CC[N@@H+](Cc1ccc2c(c1C(=O)O)OCO2)Cc1ccccc1C(=O)NCc1ccccc1
2630,3zsy,3.23,C[N@@H+](Cc1ccc2c(c1C(=O)O)OCO2)Cc1ccccc1C(=O)NCC1CCCCC1
2631,3zt2,2.84,O=C1Cc2c(/C/1=C\c1ccc3c(c1C(=O)O)OCO3)cccc2
2632,3zt3,2.87,O[C@@H]1Cc2c(/C/1=C\c1ccc3c(c1C(=O)O)OCO3)cccc2
2633,3zv7,5.92,C[C@@]12CC[NH2+][C@@H]1Nc1c2cc(O)cc1
2634,3zxz,8.4,OCCn1ncc(c1)c1cnc2c(n1)n(nn2)Cc1ccc2c(c1)cccn2
2635,3zyf,4.85,OC[C@H]1O[C@@H](Oc2ccc(cc2)N(=O)=O)[C@@H]([C@H]([C@H]1O)O)O
2636,3zyu,7,COc1cc2c(cc1c1c(C)noc1C)ncc1c2n(c(=O)[nH]1)[C@@H](c1ccccn1)C
2637,3zze,8.89,O=C([C@H](c1ccc(cc1)O)C)N[NH2+][C@H]1C(=O)Nc2c1c(Cl)ccc2C
2638,456c,9.77,ONC(=O)CC1(CCOCC1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)Cl
2639,4a4q,9.4,COC(=O)N[C@@H](C(C)(C)C)C(=O)N[N@@H+](Cc1ccc(cc1)c1ccncc1)CC[C@]1(Cc2ccccc2)[C@H](O)CN(C1=O)[C@@H]1[C@H](O)Cc2c1cccc2
